Exact Time			Exact Time Allowed
Allowed To Land			to take off

0					87
80					219
77					98
59					188
152					246
111					262
30					50
0					109
54					168
71					206
0					148
17					57
101					227
56					181
138					242
45					113
5					132
102					353
59					201
2					151
0					138
0					90
54					174
60					207
117					231
